2.212262848698311579e+00,2.011855380094987655e+00
2.486604284326821457e+00,2.387161733612656711e+00
2.550752050605503474e+00,2.479741578872581620e+00
2.171029944278044521e+00,2.196489953755277558e+00
2.542467732579952067e+00,2.314039137778181043e+00
2.837736285158493299e+00,2.135835387963959775e+00
2.481784499725267157e+00,2.325512954485280392e+00
2.506662364072973492e+00,2.293695611451502359e+00
2.415339355411958877e+00,2.207659800953410745e+00
2.466999722010768892e+00,1.758225934407832369e+00
2.394035023613840352e+00,2.272940535714992549e+00
2.490485025218117876e+00,2.015422560058471646e+00
2.657532693769548260e+00,2.128482538285064507e+00
2.121732441810095793e+00,2.190133841673556958e+00
2.623826407788027559e+00,2.020269630013695306e+00
2.787869682450754727e+00,2.126962697576699757e+00
2.484887261775426737e+00,2.496761017836464536e+00
2.476434669324092397e+00,2.163194302566795901e+00
2.398949097713521716e+00,1.895002548556999455e+00
2.524534078961441885e+00,2.145536741745981857e+00
2.500078451379021516e+00,2.084763362289101529e+00
2.541572582713981010e+00,1.828137702888659621e+00
2.783390722808931628e+00,2.262214241994175534e+00
2.493274335307436917e+00,2.208546513097056518e+00
2.359403713022833582e+00,2.100317414239854408e+00
2.587972969625555120e+00,2.069396726481362414e+00
2.504381080474178844e+00,1.876035919937081076e+00
2.204216264894436783e+00,2.114410970710607351e+00
2.683894960524098483e+00,2.399674663359132598e+00
2.382965054787590464e+00,2.029617689167200201e+00
2.564422271090487371e+00,2.112921156813792667e+00
2.589797085152204748e+00,2.279973898033837987e+00
2.708690221362106687e+00,2.102657414516620360e+00
2.650242736797449261e+00,2.084210745308423096e+00
2.607569720069335517e+00,2.224897612772102296e+00
2.515277939408067986e+00,2.234207810187794241e+00
2.370658098224621479e+00,1.975131180726715341e+00
2.517511622280796946e+00,2.308163324348600831e+00
2.278202411670799510e+00,2.174671552818453257e+00
2.807415958272017953e+00,2.205456087443785851e+00
2.312389725180521438e+00,2.162363246686737739e+00
2.559795476107457279e+00,2.272396041144002066e+00
2.305979074440254628e+00,2.229024515718860400e+00
2.464256492694166134e+00,2.050932764796664198e+00
2.113640867321235906e+00,2.101650130233233327e+00
2.535224688970784346e+00,2.419904193499357259e+00
2.547302662346973889e+00,1.915721663879841774e+00
2.410861523800668316e+00,1.832050333627788685e+00
2.615443765730365744e+00,2.093759590483335042e+00
2.639634849832987129e+00,1.908261980746103648e+00
2.455225030445595813e+00,2.493458594339722278e+00
2.507417986912235719e+00,2.204119710231254636e+00
2.637467743637369910e+00,2.331858297604255892e+00
2.191542487139597206e+00,2.007166684256154632e+00
2.707453269263409457e+00,2.187842399493369783e+00
2.321927794669721656e+00,1.985546596242812045e+00
2.405789583987426372e+00,2.141824162943398058e+00
2.497899618025441804e+00,2.112294629641370047e+00
2.499980425358964808e+00,2.038686219916167719e+00
2.499043075892513066e+00,1.966216164389399612e+00
2.729870520098601983e+00,2.117357073525902411e+00
2.515835730555174177e+00,2.477392993279358357e+00
2.454822727192164322e+00,2.122323545221773688e+00
2.496611414932502715e+00,2.097480313137744190e+00
2.738869815102829453e+00,2.071173108808817442e+00
2.533170219654675481e+00,1.916453657740804672e+00
2.441289318592128055e+00,2.188543777718328975e+00
2.533914743047229745e+00,1.841675589258324974e+00
2.492733243359452011e+00,1.943940902889006228e+00
2.456691366449404779e+00,2.360731332095529211e+00
2.502785590964843099e+00,2.334598536385630752e+00
2.625978893815767101e+00,2.097122469740220208e+00
2.487821590006126016e+00,1.762745939576182641e+00
2.234595113334430394e+00,2.350825546888545503e+00
2.485218094888999474e+00,2.197822997635861864e+00
2.429248316061603852e+00,2.422754238005127014e+00
2.209510683755373073e+00,2.144858635387570267e+00
2.441068982262756037e+00,2.510431936151172660e+00
2.553822746128822097e+00,2.268493162715796263e+00
2.517422696724862963e+00,1.893689924903447341e+00
2.629567599625364238e+00,2.048684670198871682e+00
2.513170107604861148e+00,2.328494917584519541e+00
2.289160479171767015e+00,2.369692758158227441e+00
2.317263749548522878e+00,2.193391468532204680e+00
2.402531700286640870e+00,2.214470297124382370e+00
2.521665268998837917e+00,2.504534262561675106e+00
2.412583000903339325e+00,2.001773022515973999e+00
2.495215020943973627e+00,2.062700437267662057e+00
2.552602340519979585e+00,2.338921718352552137e+00
2.199063657049219245e+00,2.130036898268342416e+00
2.298877440444033748e+00,2.038323684141749137e+00
2.551013183321654054e+00,2.138587108133763959e+00
2.742089963233714567e+00,2.159388406402994676e+00
2.368061286171888824e+00,2.452383560666733686e+00
2.464367398656921893e+00,2.102769559633201002e+00
2.654253900386986054e+00,1.991261862097392532e+00
2.327272230444997092e+00,1.822066196475957245e+00
2.577854619301592098e+00,2.008988648335052307e+00
2.611893403298520600e+00,2.367837694127871817e+00
2.774691219816794341e+00,2.043944961236781488e+00
2.291028503834408259e+00,2.158890221423020783e+00
2.466541940178723635e+00,1.815552810201698231e+00
2.364256994257706967e+00,2.000577950008416206e+00
2.487657633646254585e+00,2.326550336963713939e+00
2.191871121808941947e+00,2.036661368123516169e+00
2.420309971495569812e+00,2.190721293926100266e+00
2.225000383407073290e+00,2.139689792103792954e+00
2.527800352648562843e+00,2.116411463748131272e+00
2.675433832871146667e+00,2.254920692870960419e+00
2.699109641167110940e+00,2.158942119838544560e+00
2.448284135970618003e+00,2.204640085384113934e+00
2.305552738582046235e+00,2.380913352311797127e+00
2.492245761829859685e+00,1.890092475135981109e+00
2.706785972300603138e+00,2.165028604593532968e+00
2.515006354550110679e+00,1.836414816287908591e+00
2.558032854440965842e+00,2.354946008079183084e+00
2.675248178625256656e+00,1.988519229740973948e+00
2.536896864018484798e+00,2.109255934013941403e+00
2.561345915338732571e+00,2.165329587147270640e+00
2.173321185502659070e+00,2.152260407627229810e+00
2.674356558639219283e+00,2.321833597099910218e+00
2.645042393658996627e+00,2.252558551967343003e+00
2.110961382825569999e+00,2.163979033431560950e+00
2.567953154780490799e+00,2.378690126957101914e+00
2.431627539037163999e+00,2.179488303782990855e+00
2.528015432865227119e+00,1.800163453160107840e+00
2.337265204235506655e+00,2.134699080773668545e+00
2.807364141344665942e+00,2.243108779768256511e+00
2.647926688648494675e+00,2.324552763077028406e+00
2.299127385592346862e+00,2.324422333179564149e+00
2.506223782991698013e+00,1.843386672227133483e+00
2.332523856352583191e+00,2.080935681488697675e+00
2.444710603317136410e+00,2.169423514635479222e+00
2.308134508797934803e+00,2.251580091637307657e+00
2.450319888334913543e+00,2.013138957180402144e+00
2.306794359741090261e+00,1.944188168186856025e+00
2.836170324344320370e+00,2.051849070295802768e+00
2.792886751723570704e+00,2.327747760699255597e+00
2.617561641699164721e+00,2.402129364113258170e+00
2.550334842675753944e+00,1.958343169852093668e+00
2.483365885684094554e+00,2.464753598337382279e+00
2.740765136947550307e+00,2.173161297851870177e+00
2.455112170756601930e+00,2.138826204710862822e+00
2.537558323006249950e+00,2.147565450375281682e+00
2.504402058928435704e+00,2.212404454420095590e+00
2.344860667049254221e+00,2.233069609401836964e+00
2.421984019473914618e+00,2.110749238900972102e+00
2.401489402023964548e+00,2.290079734002947287e+00
2.322295990383048903e+00,2.306930775174555581e+00
2.537382367014975326e+00,1.944098505357983342e+00
2.500767392944862166e+00,2.242660531579971472e+00
2.469047812882986470e+00,2.499908526187256008e+00
2.631863411005786357e+00,1.887431584275634400e+00
2.704226510614115231e+00,2.262199684889706575e+00
2.568689689335151627e+00,1.882197831855268344e+00
2.500854970285843137e+00,2.096053638302345146e+00
2.193732651368864417e+00,2.241694788785027814e+00
2.881771927293504731e+00,2.117099336877217297e+00
2.519411206398761927e+00,2.214314918792976261e+00
2.505336513217118810e+00,2.316752102029582705e+00
2.419959890332310515e+00,2.229316910916623318e+00
2.700188829902246734e+00,1.977510571807868711e+00
2.507520785725341650e+00,2.046655443709751498e+00
2.364692321400646335e+00,2.095250375927939945e+00
2.453110163208307437e+00,2.387195365581092243e+00
2.352893212602880979e+00,2.175493793954350163e+00
2.380006839793791240e+00,1.990326964455125136e+00
2.147022285003707509e+00,2.109573679732537954e+00
2.473619220690547849e+00,2.161207594267911869e+00
2.481717527329578843e+00,2.023778019028110720e+00
2.467809811705246492e+00,2.221664039831295234e+00
2.613456214323087057e+00,2.206935892612766459e+00
2.538909237437309230e+00,2.012923027030895540e+00
2.476421551745442873e+00,2.110411208388951909e+00
2.363303372008763947e+00,2.306268895778708750e+00
2.312898578825887341e+00,2.126276929149637063e+00
